E_number,Additive_name,Country,Status,Ban_or_Restriction_Date,Reason,Regulatory_authority,Category,Banned_In_Countries,Additive_Name,Ban_Date,Region,E_Number,INS_Code,Functional_Class,India_Status,EU_Status,US_Status,Canada_Status,Japan_Status,Australia_Status,Ban_Reason,Scientific_Concern,Risk_Level
FSSAI Prohibited,Synthetic Additive SA-916,India,Banned in India,2023-04-10,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-917,India,Banned in India,2024-11-11,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-918,India,Banned in India,2000-02-15,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-919,India,Banned in India,2019-01-25,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-920,India,Banned in India,2021-08-26,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-921,India,Banned in India,2001-11-17,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-922,India,Banned in India,2017-12-22,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-923,India,Banned in India,2022-05-31,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-924,India,Banned in India,2000-09-12,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-925,India,Banned in India,2013-08-26,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-926,India,Banned in India,2019-04-21,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-927,India,Banned in India,2014-10-06,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-928,India,Banned in India,2006-11-30,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-929,India,Banned in India,2008-08-15,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-930,India,Banned in India,2024-05-17,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-931,India,Banned in India,2014-05-17,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-932,India,Banned in India,2006-06-19,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-933,India,Banned in India,2023-12-22,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-934,India,Banned in India,2018-01-20,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-935,India,Banned in India,2001-12-01,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-936,India,Banned in India,2024-07-03,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-937,India,Banned in India,2011-08-25,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-938,India,Banned in India,2023-02-02,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-939,India,Banned in India,2015-09-16,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-940,India,Banned in India,2021-11-25,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-941,India,Banned in India,2002-04-23,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-942,India,Banned in India,2005-04-25,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-943,India,Banned in India,2004-08-01,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-944,India,Banned in India,2007-04-27,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-945,India,Banned in India,2006-07-11,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-946,India,Banned in India,2016-10-11,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-947,India,Banned in India,2012-01-04,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-948,India,Banned in India,2022-05-18,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-949,India,Banned in India,2009-06-18,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-950,India,Banned in India,2002-07-21,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-951,India,Banned in India,2008-06-20,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-952,India,Banned in India,2008-10-17,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-953,India,Banned in India,2017-02-02,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-954,India,Banned in India,2023-10-09,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-955,India,Banned in India,2003-08-19,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-956,India,Banned in India,2010-03-28,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-957,India,Banned in India,2001-07-08,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-958,India,Banned in India,2022-09-16,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-959,India,Banned in India,2000-07-04,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-960,India,Banned in India,2001-10-10,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-961,India,Banned in India,2018-10-06,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-962,India,Banned in India,2002-01-25,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-963,India,Banned in India,2002-06-02,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-964,India,Banned in India,2023-09-25,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-965,India,Banned in India,2014-08-12,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-966,India,Banned in India,2015-03-26,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-967,India,Banned in India,2023-11-04,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-968,India,Banned in India,2012-04-04,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-969,India,Banned in India,2008-03-25,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-970,India,Banned in India,2023-03-08,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-971,India,Banned in India,2007-02-07,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-972,India,Banned in India,2010-10-07,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-973,India,Banned in India,2018-10-01,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-974,India,Banned in India,2000-09-15,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-975,India,Banned in India,2024-10-28,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-976,India,Banned in India,2008-03-10,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-977,India,Banned in India,2009-10-20,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-978,India,Banned in India,2011-05-04,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-979,India,Banned in India,2012-09-20,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-980,India,Banned in India,2013-02-27,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-981,India,Banned in India,2001-12-16,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-982,India,Banned in India,2016-03-14,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-983,India,Banned in India,2005-06-04,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-984,India,Banned in India,2006-07-20,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-985,India,Banned in India,2019-10-11,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-986,India,Banned in India,2016-03-13,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-987,India,Banned in India,2024-07-10,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-988,India,Banned in India,2006-10-28,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-989,India,Banned in India,2019-02-22,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-990,India,Banned in India,2011-04-26,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-991,India,Banned in India,2016-09-01,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-992,India,Banned in India,2002-08-13,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-993,India,Banned in India,2020-06-19,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-994,India,Banned in India,2019-07-22,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-995,India,Banned in India,2019-06-29,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-996,India,Banned in India,2014-05-30,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-997,India,Banned in India,2014-08-01,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-998,India,Banned in India,2009-05-03,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-999,India,Banned in India,2023-11-14,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-1000,India,Banned in India,2011-02-03,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
,,,Restricted Globally,,Organ toxicity risk,,Banned in other countries but used in India,Denmark,Polysorbate 80 Variant 1,2006-12-14,Used in India,,,,Restricted Globally,,,,,,Organ toxicity risk,,High
,,,Restricted Globally,,Linked to hyperactivity in children,,Banned in other countries but used in India,Italy,Sodium Nitrate Variant 2,1998-04-09,Used in India,,,,Restricted Globally,,,,,,Linked to hyperactivity in children,,Medium
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,Switzerland,Titanium Dioxide Variant 3,2019-04-03,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Allergic reactions reported,,Banned in other countries but used in India,Austria,Blue Dye 1 Variant 4,2005-10-06,Used in India,,,,Restricted Globally,,,,,,Allergic reactions reported,,Low
,,,Restricted Globally,,Endocrine disruption concerns,,Banned in other countries but used in India,Italy,Polysorbate 80 Variant 5,2020-08-21,Used in India,,,,Restricted Globally,,,,,,Endocrine disruption concerns,,High
,,,Restricted Globally,,Endocrine disruption concerns,,Banned in other countries but used in India,Austria,Aspartame Variant 6,2002-06-22,Used in India,,,,Restricted Globally,,,,,,Endocrine disruption concerns,,High
,,,Restricted Globally,,Genotoxicity concerns,,Banned in other countries but used in India,Italy,Calcium Propionate Variant 7,1997-01-05,Used in India,,,,Restricted Globally,,,,,,Genotoxicity concerns,,High
,,,Restricted Globally,,Linked to hyperactivity in children,,Banned in other countries but used in India,Japan,Sodium Benzoate Variant 8,2014-01-28,Used in India,,,,Restricted Globally,,,,,,Linked to hyperactivity in children,,Medium
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,Finland,Blue Dye 1 Variant 9,1998-11-13,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Potential carcinogenic effects,,Banned in other countries but used in India,Canada,Saccharin Variant 10,2000-07-04,Used in India,,,,Restricted Globally,,,,,,Potential carcinogenic effects,,High
,,,Restricted Globally,,Allergic reactions reported,,Banned in other countries but used in India,Italy,Cyclamate Variant 11,2005-05-09,Used in India,,,,Restricted Globally,,,,,,Allergic reactions reported,,Low
,,,Restricted Globally,,Linked to hyperactivity in children,,Banned in other countries but used in India,Norway,Quinoline Yellow Variant 12,2009-10-04,Used in India,,,,Restricted Globally,,,,,,Linked to hyperactivity in children,,Medium
,,,Restricted Globally,,Potential carcinogenic effects,,Banned in other countries but used in India,Japan,Polysorbate 80 Variant 13,2020-04-19,Used in India,,,,Restricted Globally,,,,,,Potential carcinogenic effects,,High
,,,Restricted Globally,,Organ toxicity risk,,Banned in other countries but used in India,France,Sodium Benzoate Variant 14,2015-02-17,Used in India,,,,Restricted Globally,,,,,,Organ toxicity risk,,High
,,,Restricted Globally,,Genotoxicity concerns,,Banned in other countries but used in India,Norway,Sodium Nitrate Variant 15,2012-01-23,Used in India,,,,Restricted Globally,,,,,,Genotoxicity concerns,,High
,,,Restricted Globally,,Endocrine disruption concerns,,Banned in other countries but used in India,Germany,Saccharin Variant 16,2006-12-16,Used in India,,,,Restricted Globally,,,,,,Endocrine disruption concerns,,High
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,France,Sodium Nitrite Variant 17,2006-01-31,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Linked to hyperactivity in children,,Banned in other countries but used in India,Finland,Azodicarbonamide Variant 18,1996-10-23,Used in India,,,,Restricted Globally,,,,,,Linked to hyperactivity in children,,Medium
,,,Restricted Globally,,Potential carcinogenic effects,,Banned in other countries but used in India,Germany,Propylparaben Variant 19,2007-09-15,Used in India,,,,Restricted Globally,,,,,,Potential carcinogenic effects,,High
,,,Restricted Globally,,Genotoxicity concerns,,Banned in other countries but used in India,France,Ponceau 4R Variant 20,2010-09-22,Used in India,,,,Restricted Globally,,,,,,Genotoxicity concerns,,High
,,,Restricted Globally,,Endocrine disruption concerns,,Banned in other countries but used in India,Canada,Ponceau 4R Variant 21,2006-12-20,Used in India,,,,Restricted Globally,,,,,,Endocrine disruption concerns,,High
,,,Restricted Globally,,Immune system suppression,,Banned in other countries but used in India,Denmark,Blue Dye 2 Variant 22,2019-05-11,Used in India,,,,Restricted Globally,,,,,,Immune system suppression,,Low
,,,Restricted Globally,,Potential carcinogenic effects,,Banned in other countries but used in India,Japan,Titanium Dioxide Variant 23,2012-04-03,Used in India,,,,Restricted Globally,,,,,,Potential carcinogenic effects,,High
,,,Restricted Globally,,Organ toxicity risk,,Banned in other countries but used in India,Finland,Azodicarbonamide Variant 24,2005-08-26,Used in India,,,,Restricted Globally,,,,,,Organ toxicity risk,,High
,,,Restricted Globally,,Endocrine disruption concerns,,Banned in other countries but used in India,Italy,Calcium Propionate Variant 25,2000-03-25,Used in India,,,,Restricted Globally,,,,,,Endocrine disruption concerns,,High
,,,Restricted Globally,,Genotoxicity concerns,,Banned in other countries but used in India,Germany,Blue Dye 1 Variant 26,2016-12-23,Used in India,,,,Restricted Globally,,,,,,Genotoxicity concerns,,High
,,,Restricted Globally,,Linked to hyperactivity in children,,Banned in other countries but used in India,Canada,Sodium Benzoate Variant 27,2012-03-01,Used in India,,,,Restricted Globally,,,,,,Linked to hyperactivity in children,,Medium
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,Finland,Carrageenan Variant 28,2018-01-13,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Endocrine disruption concerns,,Banned in other countries but used in India,Finland,Monosodium Glutamate Variant 29,2018-09-17,Used in India,,,,Restricted Globally,,,,,,Endocrine disruption concerns,,High
,,,Restricted Globally,,Allergic reactions reported,,Banned in other countries but used in India,Sweden,Amaranth Variant 30,2017-04-08,Used in India,,,,Restricted Globally,,,,,,Allergic reactions reported,,Low
,,,Restricted Globally,,Allergic reactions reported,,Banned in other countries but used in India,Norway,Azodicarbonamide Variant 31,2013-11-21,Used in India,,,,Restricted Globally,,,,,,Allergic reactions reported,,Low
,,,Restricted Globally,,Linked to hyperactivity in children,,Banned in other countries but used in India,Japan,Saccharin Variant 32,2008-03-30,Used in India,,,,Restricted Globally,,,,,,Linked to hyperactivity in children,,Medium
,,,Restricted Globally,,Allergic reactions reported,,Banned in other countries but used in India,EU,Yellow Dye 6 Variant 33,2019-08-13,Used in India,,,,Restricted Globally,,,,,,Allergic reactions reported,,Low
,,,Restricted Globally,,Genotoxicity concerns,,Banned in other countries but used in India,Germany,Aluminium Sulphate Variant 34,2003-06-01,Used in India,,,,Restricted Globally,,,,,,Genotoxicity concerns,,High
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,Norway,Carrageenan Variant 35,1995-12-16,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Genotoxicity concerns,,Banned in other countries but used in India,Japan,Tartrazine Variant 36,1995-12-27,Used in India,,,,Restricted Globally,,,,,,Genotoxicity concerns,,High
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,Norway,Brominated Vegetable Oil Variant 37,2018-09-25,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,Denmark,Red Dye 40 Variant 38,2004-03-04,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Linked to hyperactivity in children,,Banned in other countries but used in India,Canada,Brominated Vegetable Oil Variant 39,2007-08-07,Used in India,,,,Restricted Globally,,,,,,Linked to hyperactivity in children,,Medium
,,,Restricted Globally,,Immune system suppression,,Banned in other countries but used in India,EU,Amaranth Variant 40,2004-07-14,Used in India,,,,Restricted Globally,,,,,,Immune system suppression,,Low
,,,Restricted Globally,,Genotoxicity concerns,,Banned in other countries but used in India,Denmark,Sunset Yellow Variant 41,2015-11-12,Used in India,,,,Restricted Globally,,,,,,Genotoxicity concerns,,High
,,,Restricted Globally,,Allergic reactions reported,,Banned in other countries but used in India,Canada,Blue Dye 2 Variant 42,1995-05-05,Used in India,,,,Restricted Globally,,,,,,Allergic reactions reported,,Low
,,,Restricted Globally,,Potential carcinogenic effects,,Banned in other countries but used in India,Canada,Brominated Vegetable Oil Variant 43,2011-10-15,Used in India,,,,Restricted Globally,,,,,,Potential carcinogenic effects,,High
,,,Restricted Globally,,Linked to hyperactivity in children,,Banned in other countries but used in India,Finland,Carrageenan Variant 44,2017-03-30,Used in India,,,,Restricted Globally,,,,,,Linked to hyperactivity in children,,Medium
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,EU,Sodium Nitrate Variant 45,2015-10-28,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Allergic reactions reported,,Banned in other countries but used in India,Austria,Blue Dye 2 Variant 46,2014-12-04,Used in India,,,,Restricted Globally,,,,,,Allergic reactions reported,,Low
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,EU,Azodicarbonamide Variant 47,1999-07-07,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Organ toxicity risk,,Banned in other countries but used in India,Sweden,Calcium Propionate Variant 48,2019-08-05,Used in India,,,,Restricted Globally,,,,,,Organ toxicity risk,,High
,,,Restricted Globally,,Linked to hyperactivity in children,,Banned in other countries but used in India,Germany,Allura Red Variant 49,2003-06-14,Used in India,,,,Restricted Globally,,,,,,Linked to hyperactivity in children,,Medium
,,,Restricted Globally,,Endocrine disruption concerns,,Banned in other countries but used in India,Finland,Tartrazine Variant 50,2018-08-31,Used in India,,,,Restricted Globally,,,,,,Endocrine disruption concerns,,High
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,Austria,Allura Red Variant 51,2006-09-08,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,Italy,Azodicarbonamide Variant 52,2014-11-30,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Endocrine disruption concerns,,Banned in other countries but used in India,Austria,Sunset Yellow Variant 53,2013-08-05,Used in India,,,,Restricted Globally,,,,,,Endocrine disruption concerns,,High
,,,Restricted Globally,,Immune system suppression,,Banned in other countries but used in India,Denmark,Blue Dye 1 Variant 54,2013-11-19,Used in India,,,,Restricted Globally,,,,,,Immune system suppression,,Low
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,Austria,Monosodium Glutamate Variant 55,2009-08-08,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Immune system suppression,,Banned in other countries but used in India,UK,Carrageenan Variant 56,2005-03-01,Used in India,,,,Restricted Globally,,,,,,Immune system suppression,,Low
,,,Restricted Globally,,Reproductive toxicity,,Banned in other countries but used in India,Switzerland,Propylparaben Variant 57,2022-01-31,Used in India,,,,Restricted Globally,,,,,,Reproductive toxicity,,High
,,,Restricted Globally,,Endocrine disruption concerns,,Banned in other countries but used in India,France,Allura Red Variant 58,2015-08-04,Used in India,,,,Restricted Globally,,,,,,Endocrine disruption concerns,,High
,,,Restricted Globally,,Genotoxicity concerns,,Banned in other countries but used in India,Italy,Sodium Nitrate Variant 59,2000-10-21,Used in India,,,,Restricted Globally,,,,,,Genotoxicity concerns,,High
,,,Restricted Globally,,Immune system suppression,,Banned in other countries but used in India,Switzerland,Cyclamate Variant 60,2009-05-25,Used in India,,,,Restricted Globally,,,,,,Immune system suppression,,Low
,,,Restricted Globally,,Allergic reactions reported,,Banned in other countries but used in India,Canada,Potassium Bromate Variant 61,2009-01-21,Used in India,,,,Restricted Globally,,,,,,Allergic reactions reported,,Low
